1,two-sum,ac,1,False,两数之和,数组;哈希表,41437416,java
358,rearrange-string-k-distance-apart,,3,True,K 距离间隔重排字符串,堆;贪心算法;哈希表,,
359,logger-rate-limiter,,1,True,日志速率限制器,设计;哈希表,,
360,sort-transformed-array,,2,True,有序转化数组,数学;双指针,,
361,bomb-enemy,,2,True,轰炸敌人,动态规划,,
362,design-hit-counter,,2,True,敲击计数器,设计,,
363,max-sum-of-rectangle-no-larger-than-k,,3,False,矩形区域不超过 K 的最大数值和,队列;二分查找;动态规划,,
364,nested-list-weight-sum-ii,,2,True,加权嵌套序列和 II,深度优先搜索,,
365,water-and-jug-problem,ac,2,False,水壶问题,数学,55575503,python3
366,find-leaves-of-binary-tree,,2,True,寻找二叉树的叶子节点,树;深度优先搜索,,
367,valid-perfect-square,,1,False,有效的完全平方数,数学;二分查找,,
368,largest-divisible-subset,,2,False,最大整除子集,数学;动态规划,,
369,plus-one-linked-list,,2,True,给单链表加一,链表,,
370,range-addition,,2,True,区间加法,数组,,
371,sum-of-two-integers,,1,False,两整数之和,位运算,,
372,super-pow,,2,False,超级次方,数学,,
373,find-k-pairs-with-smallest-sums,,2,False,查找和最小的K对数字,堆,,
374,guess-number-higher-or-lower,,1,False,猜数字大小,二分查找,,
375,guess-number-higher-or-lower-ii,,2,False,猜数字大小 II,极小化极大;动态规划,,
376,wiggle-subsequence,,2,False,摆动序列,贪心算法;动态规划,,
377,combination-sum-iv,,2,False,组合总和 Ⅳ,动态规划,,
378,kth-smallest-element-in-a-sorted-matrix,,2,False,有序矩阵中第K小的元素,堆;二分查找,,
379,design-phone-directory,,2,True,电话目录管理系统,设计;链表,,
380,insert-delete-getrandom-o1,,2,False,常数时间插入、删除和获取随机元素,设计;数组;哈希表,,
381,insert-delete-getrandom-o1-duplicates-allowed,,3,False,O(1) 时间插入、删除和获取随机元素 - 允许重复,设计;数组;哈希表,,
382,linked-list-random-node,,2,False,链表随机节点,蓄水池抽样,,
383,ransom-note,,1,False,赎金信,字符串,,
384,shuffle-an-array,,2,False,打乱数组,,,
385,mini-parser,,2,False,迷你语法分析器,栈;字符串,,
386,lexicographical-numbers,,2,False,字典序排数,,,
387,first-unique-character-in-a-string,,1,False,字符串中的第一个唯一字符,哈希表;字符串,,
388,longest-absolute-file-path,,2,False,文件的最长绝对路径,,,
389,find-the-difference,,1,False,找不同,位运算;哈希表,,
390,elimination-game,,2,False,消除游戏,,,
391,perfect-rectangle,,3,False,完美矩形,,,
392,is-subsequence,,1,False,判断子序列,贪心算法;二分查找;动态规划,,
393,utf-8-validation,,2,False,UTF-8 编码验证,位运算,,
394,decode-string,,2,False,字符串解码,栈;深度优先搜索,,
395,longest-substring-with-at-least-k-repeating-characters,,2,False,至少有K个重复字符的最长子串,,,
396,rotate-function,,2,False,旋转函数,数学,,
397,integer-replacement,,2,False,整数替换,位运算;数学,,
398,random-pick-index,,2,False,随机数索引,蓄水池抽样,,
399,evaluate-division,,2,False,除法求值,并查集;图,,
400,nth-digit,,2,False,第N个数字,数学,,
401,binary-watch,,1,False,二进制手表,位运算;回溯算法,,
402,remove-k-digits,,2,False,移掉K位数字,栈;贪心算法,,
403,frog-jump,,3,False,青蛙过河,动态规划,,
404,sum-of-left-leaves,,1,False,左叶子之和,树,,
405,convert-a-number-to-hexadecimal,,1,False,数字转换为十六进制数,位运算,,
406,queue-reconstruction-by-height,,2,False,根据身高重建队列,贪心算法,,
407,trapping-rain-water-ii,,3,False,接雨水 II,堆;广度优先搜索,,
408,valid-word-abbreviation,,1,True,有效单词缩写,字符串,,
409,longest-palindrome,,1,False,最长回文串,哈希表,,
410,split-array-largest-sum,,3,False,分割数组的最大值,二分查找;动态规划,,
411,minimum-unique-word-abbreviation,,3,True,最短特异单词缩写,位运算;回溯算法,,
412,fizz-buzz,,1,False,Fizz Buzz,,,
413,arithmetic-slices,,2,False,等差数列划分,数学;动态规划,,
414,third-maximum-number,,1,False,第三大的数,数组,,
415,add-strings,,1,False,字符串相加,字符串,,
416,partition-equal-subset-sum,,2,False,分割等和子集,动态规划,,
417,pacific-atlantic-water-flow,,2,False,太平洋大西洋水流问题,深度优先搜索;广度优先搜索,,
418,sentence-screen-fitting,,2,True,屏幕可显示句子的数量,动态规划,,
419,battleships-in-a-board,,2,False,甲板上的战舰,,,
420,strong-password-checker,,3,False,强密码检验器,,,
421,maximum-xor-of-two-numbers-in-an-array,,2,False,数组中两个数的最大异或值,位运算;字典树,,
422,valid-word-square,,1,True,有效的单词方块,,,
423,reconstruct-original-digits-from-english,,2,False,从英文中重建数字,数学,,
424,longest-repeating-character-replacement,,2,False,替换后的最长重复字符,双指针,,
425,word-squares,,3,True,单词方块,字典树;回溯算法,,
432,all-oone-data-structure,,3,False,全 O(1) 的数据结构,设计,,
433,minimum-genetic-mutation,,2,False,最小基因变化,,,
434,number-of-segments-in-a-string,,1,False,字符串中的单词数,字符串,,
435,non-overlapping-intervals,,2,False,无重叠区间,贪心算法,,
436,find-right-interval,,2,False,寻找右区间,二分查找,,
437,path-sum-iii,,1,False,路径总和 III,树,,
438,find-all-anagrams-in-a-string,,2,False,找到字符串中所有字母异位词,哈希表,,
439,ternary-expression-parser,,2,True,三元表达式解析器,栈;深度优先搜索,,
440,k-th-smallest-in-lexicographical-order,,3,False,字典序的第K小数字,,,
441,arranging-coins,,1,False,排列硬币,数学;二分查找,,
442,find-all-duplicates-in-an-array,,2,False,数组中重复的数据,数组,,
443,string-compression,,1,False,压缩字符串,字符串,,
444,sequence-reconstruction,,2,True,序列重建,图;拓扑排序,,
445,add-two-numbers-ii,,2,False,两数相加 II,链表,,
446,arithmetic-slices-ii-subsequence,,3,False,等差数列划分 II - 子序列,动态规划,,
447,number-of-boomerangs,,1,False,回旋镖的数量,哈希表,,
448,find-all-numbers-disappeared-in-an-array,,1,False,找到所有数组中消失的数字,数组,,
449,serialize-and-deserialize-bst,,2,False,序列化和反序列化二叉搜索树,树,,
450,delete-node-in-a-bst,,2,False,删除二叉搜索树中的节点,树,,
451,sort-characters-by-frequency,,2,False,根据字符出现频率排序,堆;哈希表,,
452,minimum-number-of-arrows-to-burst-balloons,ac,2,False,用最少数量的箭引爆气球,贪心算法,52398288,python3
453,minimum-moves-to-equal-array-elements,,1,False,最小移动次数使数组元素相等,数学,,
454,4sum-ii,,2,False,四数相加 II,哈希表;二分查找,,
455,assign-cookies,,1,False,分发饼干,贪心算法,,
456,132-pattern,,2,False,132模式,栈,,
457,circular-array-loop,,2,False,环形数组循环,数组;双指针,,
458,poor-pigs,ac,3,False,可怜的小猪,数学,56063401,java
459,repeated-substring-pattern,,1,False,重复的子字符串,字符串,,
460,lfu-cache,,3,False,LFU缓存,设计,,
461,hamming-distance,,1,False,汉明距离,位运算,,
462,minimum-moves-to-equal-array-elements-ii,,2,False,最少移动次数使数组元素相等 II,数学,,
463,island-perimeter,,1,False,岛屿的周长,哈希表,,
464,can-i-win,,2,False,我能赢吗,极小化极大;动态规划,,
465,optimal-account-balancing,,3,True,最优账单平衡,,,
466,count-the-repetitions,,3,False,统计重复个数,动态规划,,
467,unique-substrings-in-wraparound-string,,2,False,环绕字符串中唯一的子字符串,动态规划,,
468,validate-ip-address,ac,2,False,验证IP地址,字符串,80731300,python3
469,convex-polygon,,2,True,凸多边形,数学,,
471,encode-string-with-shortest-length,,3,True,编码最短长度的字符串,动态规划,,
472,concatenated-words,,3,False,连接词,深度优先搜索;字典树;动态规划,,
473,matchsticks-to-square,,2,False,火柴拼正方形,深度优先搜索,,
474,ones-and-zeroes,,2,False,一和零,动态规划,,
475,heaters,,1,False,供暖器,二分查找,,
476,number-complement,,1,False,数字的补数,位运算,,
477,total-hamming-distance,,2,False,汉明距离总和,位运算,,
479,largest-palindrome-product,,3,False,最大回文数乘积,,,
480,sliding-window-median,,3,False,滑动窗口中位数,,,
481,magical-string,,2,False,神奇字符串,,,
482,license-key-formatting,,1,False,密钥格式化,,,
483,smallest-good-base,,3,False,最小好进制,数学;二分查找,,
484,find-permutation,,2,True,寻找排列,贪心算法,,
485,max-consecutive-ones,,1,False,最大连续1的个数,数组,,
486,predict-the-winner,,2,False,预测赢家,极小化极大;动态规划,,
487,max-consecutive-ones-ii,,2,True,最大连续1的个数 II,双指针,,
488,zuma-game,,3,False,祖玛游戏,深度优先搜索,,
490,the-maze,,2,True,迷宫,深度优先搜索;广度优先搜索,,
491,increasing-subsequences,,2,False,递增子序列,深度优先搜索,,
492,construct-the-rectangle,,1,False,构造矩形,,,
493,reverse-pairs,,3,False,翻转对,排序;树状数组;线段树;二分查找;分治算法,,
494,target-sum,,2,False,目标和,深度优先搜索;动态规划,,
495,teemo-attacking,,2,False,提莫攻击,数组,,
496,next-greater-element-i,,1,False,下一个更大元素 I,栈,,
498,diagonal-traverse,,2,False,对角线遍历,,,
499,the-maze-iii,,3,True,迷宫 III,深度优先搜索;广度优先搜索,,
500,keyboard-row,,1,False,键盘行,哈希表,,
501,find-mode-in-binary-search-tree,,1,False,二叉搜索树中的众数,树,,
502,ipo,,3,False,IPO,堆;贪心算法,,
503,next-greater-element-ii,,2,False,下一个更大元素 II,栈,,
504,base-7,,1,False,七进制数,,,
505,the-maze-ii,,2,True,迷宫 II,深度优先搜索;广度优先搜索,,
506,relative-ranks,,1,False,相对名次,,,
507,perfect-number,,1,False,完美数,数学,,
508,most-frequent-subtree-sum,,2,False,出现次数最多的子树元素和,树;哈希表,,
509,inorder-successor-in-bst-ii,,2,True,二叉搜索树中的中序后继 II,树,,
511,all-paths-from-source-lead-to-destination,ac,2,True,从始点到终点的所有路径,深度优先搜索;图,64269650,python
513,find-bottom-left-tree-value,,2,False,找树左下角的值,树;深度优先搜索;广度优先搜索,,
514,freedom-trail,,3,False,自由之路,深度优先搜索;分治算法;动态规划,,
515,find-largest-value-in-each-tree-row,,2,False,在每个树行中找最大值,树;深度优先搜索;广度优先搜索,,
516,longest-palindromic-subsequence,,2,False,最长回文子序列,动态规划,,
517,super-washing-machines,,3,False,超级洗衣机,数学;动态规划,,
518,coin-change-2,ac,2,False,零钱兑换 II,,46984431,java
520,detect-capital,,1,False,检测大写字母,字符串,,
521,longest-uncommon-subsequence-i,,1,False,最长特殊序列 Ⅰ,字符串,,
522,longest-uncommon-subsequence-ii,,2,False,最长特殊序列 II,字符串,,
523,continuous-subarray-sum,,2,False,连续的子数组和,数学;动态规划,,
524,longest-word-in-dictionary-through-deleting,,2,False,通过删除字母匹配到字典里最长单词,排序;双指针,,
525,contiguous-array,,2,False,连续数组,哈希表,,
526,beautiful-arrangement,,2,False,优美的排列,回溯算法,,
527,word-abbreviation,,3,True,单词缩写,排序;字符串,,
529,minesweeper,,2,False,扫雷游戏,深度优先搜索;广度优先搜索,,
530,minimum-absolute-difference-in-bst,,1,False,二叉搜索树的最小绝对差,树,,
531,lonely-pixel-i,,2,True,孤独像素 I,深度优先搜索;数组,,
532,k-diff-pairs-in-an-array,,1,False,数组中的K-diff数对,数组;双指针,,
533,lonely-pixel-ii,,2,True,孤独像素 II,深度优先搜索;数组,,
535,encode-and-decode-tinyurl,,2,False,TinyURL 的加密与解密,哈希表;数学,,
536,construct-binary-tree-from-string,,2,True,从字符串生成二叉树,树;字符串,,
537,complex-number-multiplication,,2,False,复数乘法,数学;字符串,,
538,convert-bst-to-greater-tree,,1,False,把二叉搜索树转换为累加树,树,,
539,minimum-time-difference,,2,False,最小时间差,字符串,,
540,single-element-in-a-sorted-array,,2,False,有序数组中的单一元素,,,
541,reverse-string-ii,,1,False,反转字符串 II,字符串,,
542,01-matrix,,2,False,01 矩阵,深度优先搜索;广度优先搜索,,
543,diameter-of-binary-tree,,1,False,二叉树的直径,树,,
544,output-contest-matches,,2,True,输出比赛匹配对,递归;字符串,,
545,boundary-of-binary-tree,,2,True,二叉树的边界,树,,
546,remove-boxes,,3,False,移除盒子,深度优先搜索;动态规划,,
547,friend-circles,,2,False,朋友圈,深度优先搜索;并查集,,
548,split-array-with-equal-sum,,2,True,将数组分割成和相等的子数组,数组,,
549,binary-tree-longest-consecutive-sequence-ii,,2,True,二叉树中最长的连续序列,树,,
551,student-attendance-record-i,,1,False,学生出勤记录 I,字符串,,
552,student-attendance-record-ii,,3,False,学生出勤记录 II,动态规划,,
553,optimal-division,,2,False,最优除法,数学;字符串,,
554,brick-wall,,2,False,砖墙,哈希表,,
555,split-concatenated-strings,,2,True,分割连接字符串,字符串,,
556,next-greater-element-iii,,2,False,下一个更大元素 III,字符串,,
557,reverse-words-in-a-string-iii,,1,False,反转字符串中的单词 III,字符串,,
560,subarray-sum-equals-k,,2,False,和为K的子数组,数组;哈希表,,
561,array-partition-i,,1,False,数组拆分 I,数组,,
562,longest-line-of-consecutive-one-in-matrix,,2,True,矩阵中最长的连续1线段,数组,,
563,binary-tree-tilt,,1,False,二叉树的坡度,树,,
564,find-the-closest-palindrome,,3,False,寻找最近的回文数,字符串,,
565,array-nesting,,2,False,数组嵌套,数组,,
566,reshape-the-matrix,,1,False,重塑矩阵,数组,,
567,permutation-in-string,,2,False,字符串的排列,双指针,,
568,maximum-vacation-days,,3,True,最大休假天数,动态规划,,
569,median-employee-salary,,3,True,员工薪水中位数,,,
570,managers-with-at-least-5-direct-reports,,2,True,至少有5名直接下属的经理,,,
571,find-median-given-frequency-of-numbers,,3,True,给定数字的频率查询中位数,,,
572,subtree-of-another-tree,,1,False,另一个树的子树,树,,
573,squirrel-simulation,,2,True,松鼠模拟,数学,,
574,winning-candidate,,2,True,当选者,,,
575,distribute-candies,,1,False,分糖果,哈希表,,
576,out-of-boundary-paths,,2,False,出界的路径数,深度优先搜索;动态规划,,
577,employee-bonus,,1,True,员工奖金,,,
578,get-highest-answer-rate-question,,2,True,查询回答率最高的问题,,,
579,find-cumulative-salary-of-an-employee,,3,True,查询员工的累计薪水,,,
580,count-student-number-in-departments,,2,True,统计各专业学生人数,,,
581,shortest-unsorted-continuous-subarray,,1,False,最短无序连续子数组,数组,,
582,kill-process,,2,True,杀死进程,树;队列,,
583,delete-operation-for-two-strings,,2,False,两个字符串的删除操作,字符串,,
584,find-customer-referee,,1,True,寻找用户推荐人,,,
585,investments-in-2016,,2,True,2016年的投资,,,
586,customer-placing-the-largest-number-of-orders,,1,True,订单最多的客户,,,
587,erect-the-fence,,3,False,安装栅栏,几何,,
588,design-in-memory-file-system,,3,True,设计内存文件系统,设计,,
591,tag-validator,,3,False,标签验证器,栈;字符串,,
592,fraction-addition-and-subtraction,,2,False,分数加减运算,数学,,
593,valid-square,,2,False,有效的正方形,数学,,
594,longest-harmonious-subsequence,,1,False,最长和谐子序列,哈希表,,
595,big-countries,,1,False,大的国家,,,
596,classes-more-than-5-students,,1,False,超过5名学生的课,,,
597,friend-requests-i-overall-acceptance-rate,,1,True,好友申请 I ：总体通过率,,,
598,range-addition-ii,,1,False,范围求和 II,数学,,
599,minimum-index-sum-of-two-lists,,1,False,两个列表的最小索引总和,哈希表,,
600,non-negative-integers-without-consecutive-ones,,3,False,不含连续1的非负整数,动态规划,,
601,human-traffic-of-stadium,,3,False,体育馆的人流量,,,
602,friend-requests-ii-who-has-the-most-friends,,2,True,好友申请 II ：谁有最多的好友,,,
603,consecutive-available-seats,,1,True,连续空余座位,,,
604,design-compressed-string-iterator,,1,True,迭代压缩字符串,设计,,
605,can-place-flowers,,1,False,种花问题,数组,,
606,construct-string-from-binary-tree,,1,False,根据二叉树创建字符串,树;字符串,,
607,sales-person,,1,True,销售员,,,
608,tree-node,,2,True,树节点,,,
609,find-duplicate-file-in-system,ac,2,False,在系统中查找重复文件,哈希表;字符串,60927027,java
610,triangle-judgement,,1,True,判断三角形,,,
611,valid-triangle-number,,2,False,有效三角形的个数,数组,,
612,shortest-distance-in-a-plane,,2,True,平面上的最近距离,,,
613,shortest-distance-in-a-line,,1,True,直线上的最近距离,,,
614,second-degree-follower,,2,True,二级关注者,,,
615,average-salary-departments-vs-company,,3,True,平均工资：部门与公司比较,,,
616,add-bold-tag-in-string,,2,True,给字符串添加加粗标签,字符串,,
617,merge-two-binary-trees,ac,1,False,合并二叉树,树,54958582,java
618,students-report-by-geography,,3,True,学生地理信息报告,,,
619,biggest-single-number,,1,True,只出现一次的最大数字,,,
620,not-boring-movies,,1,False,有趣的电影,,,
621,task-scheduler,,2,False,任务调度器,贪心算法;队列;数组,,
623,add-one-row-to-tree,,2,False,在二叉树中增加一行,树,,
624,maximum-distance-in-arrays,,1,True,数组列表中的最大距离,数组;哈希表,,
625,minimum-factorization,,2,True,最小因式分解,递归;数学,,
626,exchange-seats,,2,False,换座位,,,
627,swap-salary,,1,False,交换工资,,,
628,maximum-product-of-three-numbers,,1,False,三个数的最大乘积,数组;数学,,
629,k-inverse-pairs-array,,3,False,K个逆序对数组,动态规划,,
630,course-schedule-iii,,3,False,课程表 III,贪心算法,,
631,design-excel-sum-formula,,3,True,设计 Excel 求和公式,设计,,
632,smallest-range-covering-elements-from-k-lists,,3,False,最小区间,哈希表;双指针;字符串,,
633,sum-of-square-numbers,,1,False,平方数之和,数学,,
634,find-the-derangement-of-an-array,,2,True,寻找数组的错位排列,数学,,
635,design-log-storage-system,,2,True,设计日志存储系统,设计;字符串,,
636,exclusive-time-of-functions,,2,False,函数的独占时间,栈,,
637,average-of-levels-in-binary-tree,,1,False,二叉树的层平均值,树,,
638,shopping-offers,,2,False,大礼包,深度优先搜索;动态规划,,
639,decode-ways-ii,,3,False,解码方法 2,动态规划,,
640,solve-the-equation,,2,False,求解方程,数学,,
642,design-search-autocomplete-system,,3,True,设计搜索自动补全系统,设计;字典树,,
643,maximum-average-subarray-i,,1,False,子数组最大平均数 I,数组,,
644,maximum-average-subarray-ii,,3,True,最大平均子段和 II,数组;二分查找,,
645,set-mismatch,,1,False,错误的集合,哈希表;数学,,
646,maximum-length-of-pair-chain,,2,False,最长数对链,动态规划,,
647,palindromic-substrings,,2,False,回文子串,字符串;动态规划,,
648,replace-words,,2,False,单词替换,字典树;哈希表,,
649,dota2-senate,,2,False,Dota2 参议院,贪心算法,,
650,2-keys-keyboard,,2,False,只有两个键的键盘,动态规划,,
651,4-keys-keyboard,,2,True,4键键盘,贪心算法;数学;动态规划,,
652,find-duplicate-subtrees,,2,False,寻找重复的子树,树,,
653,two-sum-iv-input-is-a-bst,,1,False,两数之和 IV - 输入 BST,树,,
654,maximum-binary-tree,,2,False,最大二叉树,树,,
655,print-binary-tree,,2,False,输出二叉树,树,,
656,coin-path,,3,True,金币路径,动态规划,,
657,robot-return-to-origin,,1,False,机器人能否返回原点,字符串,,
658,find-k-closest-elements,,2,False,找到 K 个最接近的元素,二分查找,,
659,split-array-into-consecutive-subsequences,,2,False,分割数组为连续子序列,堆;贪心算法,,
660,remove-9,,3,True,移除 9,数学,,
661,image-smoother,,1,False,图片平滑器,数组,,
662,maximum-width-of-binary-tree,,2,False,二叉树最大宽度,树,,
663,equal-tree-partition,,2,True,均匀树划分,树,,
664,strange-printer,,3,False,奇怪的打印机,深度优先搜索;动态规划,,
665,non-decreasing-array,,1,False,非递减数列,数组,,
666,path-sum-iv,,2,True,路径和 IV,树,,
667,beautiful-arrangement-ii,,2,False,优美的排列 II,数组,,
668,kth-smallest-number-in-multiplication-table,,3,False,乘法表中第k小的数,二分查找,,
669,trim-a-binary-search-tree,ac,1,False,修剪二叉搜索树,树,56810624,java
670,maximum-swap,,2,False,最大交换,数组;数学,,
671,second-minimum-node-in-a-binary-tree,,1,False,二叉树中第二小的节点,树,,
672,bulb-switcher-ii,,2,False,灯泡开关 Ⅱ,数学,,
673,number-of-longest-increasing-subsequence,,2,False,最长递增子序列的个数,动态规划,,
674,longest-continuous-increasing-subsequence,,1,False,最长连续递增序列,数组,,
675,cut-off-trees-for-golf-event,,3,False,为高尔夫比赛砍树,广度优先搜索,,
676,implement-magic-dictionary,,2,False,实现一个魔法字典,字典树;哈希表,,
677,map-sum-pairs,,2,False,键值映射,字典树,,
678,valid-parenthesis-string,,2,False,有效的括号字符串,字符串,,
679,24-game,,3,False,24 点游戏,深度优先搜索,,
680,valid-palindrome-ii,,1,False,验证回文字符串 Ⅱ,字符串,,
681,next-closest-time,,2,True,最近时刻,字符串,,
682,baseball-game,,1,False,棒球比赛,栈,,
683,k-empty-slots,,3,True,K 个空花盆,,,
684,redundant-connection,,2,False,冗余连接,树;并查集;图,,
685,redundant-connection-ii,,3,False,冗余连接 II,树;深度优先搜索;并查集;图,,
686,repeated-string-match,,1,False,重复叠加字符串匹配,字符串,,
687,longest-univalue-path,,1,False,最长同值路径,树;递归,,
688,knight-probability-in-chessboard,,2,False,“马”在棋盘上的概率,动态规划,,
689,maximum-sum-of-3-non-overlapping-subarrays,,3,False,三个无重叠子数组的最大和,数组;动态规划,,
690,employee-importance,,1,False,员工的重要性,深度优先搜索;广度优先搜索;哈希表,,
691,stickers-to-spell-word,,3,False,贴纸拼词,动态规划;回溯算法,,
692,top-k-frequent-words,,2,False,前K个高频单词,堆;字典树;哈希表,,
693,binary-number-with-alternating-bits,,1,False,交替位二进制数,位运算,,
694,number-of-distinct-islands,,2,True,不同岛屿的数量,深度优先搜索;哈希表,,
695,max-area-of-island,,2,False,岛屿的最大面积,深度优先搜索;数组,,
696,count-binary-substrings,,1,False,计数二进制子串,字符串,,
697,degree-of-an-array,,1,False,数组的度,数组,,
698,partition-to-k-equal-sum-subsets,,2,False,划分为k个相等的子集,递归;动态规划,,
699,falling-squares,,3,False,掉落的方块,线段树,,
711,number-of-distinct-islands-ii,,3,True,不同岛屿的数量 II,深度优先搜索;哈希表,,
712,minimum-ascii-delete-sum-for-two-strings,,2,False,两个字符串的最小ASCII删除和,动态规划,,
713,subarray-product-less-than-k,,2,False,乘积小于K的子数组,数组;双指针,,
714,best-time-to-buy-and-sell-stock-with-transaction-fee,,2,False,买卖股票的最佳时机含手续费,贪心算法;数组;动态规划,,
715,range-module,,3,False,Range 模块,线段树,,
716,max-stack,,1,True,最大栈,设计,,
717,1-bit-and-2-bit-characters,,1,False,1比特与2比特字符,数组,,
718,maximum-length-of-repeated-subarray,,2,False,最长重复子数组,数组;哈希表;二分查找;动态规划,,
719,find-k-th-smallest-pair-distance,,3,False,找出第 k 小的距离对,堆;数组;二分查找,,
720,longest-word-in-dictionary,,1,False,词典中最长的单词,字典树;哈希表,,
721,accounts-merge,,2,False,账户合并,深度优先搜索;并查集,,
722,remove-comments,,2,False,删除注释,字符串,,
723,candy-crush,,2,True,粉碎糖果,数组;双指针,,
724,find-pivot-index,,1,False,寻找数组的中心索引,数组,,
725,split-linked-list-in-parts,,2,False,分隔链表,链表,,
726,number-of-atoms,,3,False,原子的数量,栈;递归;哈希表,,
727,minimum-window-subsequence,,3,True,最小窗口子序列,动态规划,,
728,self-dividing-numbers,,1,False,自除数,数学,,
729,my-calendar-i,,2,False,我的日程安排表 I,数组,,
730,count-different-palindromic-subsequences,,3,False,统计不同回文子序列,字符串;动态规划,,
731,my-calendar-ii,,2,False,我的日程安排表 II,,,
732,my-calendar-iii,,3,False,我的日程安排表 III,线段树,,
733,flood-fill,,1,False,图像渲染,深度优先搜索,,
734,sentence-similarity,,1,True,句子相似性,哈希表,,
735,asteroid-collision,,2,False,行星碰撞,栈,,
736,parse-lisp-expression,,3,False,Lisp 语法解析,字符串,,
737,sentence-similarity-ii,,2,True,句子相似性 II,深度优先搜索;并查集,,
738,monotone-increasing-digits,,2,False,单调递增的数字,贪心算法,,
739,daily-temperatures,ac,2,False,每日温度,栈;哈希表,53106381,java
740,delete-and-earn,,2,False,删除与获得点数,动态规划,,
741,cherry-pickup,,3,False,摘樱桃,动态规划,,
742,to-lower-case,,1,False,转换成小写字母,字符串,,
743,closest-leaf-in-a-binary-tree,,2,True,二叉树最近的叶节点,树,,
744,network-delay-time,ac,2,False,网络延迟时间,堆;深度优先搜索;广度优先搜索;图,64382404,python3
745,find-smallest-letter-greater-than-target,,1,False,寻找比目标字母大的最小字母,二分查找,,
746,prefix-and-suffix-search,,3,False,前缀和后缀搜索,字典树,,
747,min-cost-climbing-stairs,,1,False,使用最小花费爬楼梯,数组;动态规划,,
748,largest-number-at-least-twice-of-others,,1,False,至少是其他数字两倍的最大数,数组,,
749,shortest-completing-word,,1,False,最短完整词,哈希表,,
750,contain-virus,,3,False,隔离病毒,深度优先搜索,,
751,number-of-corner-rectangles,,2,True,角矩形的数量,动态规划,,
752,ip-to-cidr,,1,True,IP 到 CIDR,位运算,,
753,open-the-lock,,2,False,打开转盘锁,广度优先搜索,,
754,cracking-the-safe,,3,False,破解保险箱,深度优先搜索;数学,,
755,reach-a-number,,2,False,到达终点数字,数学,,
756,pour-water,,2,True,倒水,数组,,
